瘤痢,瘤痢疙,老矫,钦拌 老荤樊(MJ/m2)
184,力林,2017-10-13,15.79
184,力林,2017-10-14,4.28
184,力林,2017-10-15,4.59
184,力林,2017-10-16,2.73
184,力林,2017-10-17,6.57
184,力林,2017-10-18,1.97
184,力林,2017-10-19,6.79
184,力林,2017-10-20,15.13
184,力林,2017-10-21,17.34
184,力林,2017-10-22,14.76
184,力林,2017-10-23,15.01
184,力林,2017-10-24,12.18
184,力林,2017-10-25,16.65
184,力林,2017-10-26,15.86
184,力林,2017-10-27,13.23
184,力林,2017-10-28,1.67
184,力林,2017-10-29,9.17
184,力林,2017-10-30,13.76
184,力林,2017-10-31,16.29
184,力林,2017-11-01,14.1
184,力林,2017-11-02,14.35
184,力林,2017-11-03,10.1
184,力林,2017-11-04,9.12
184,力林,2017-11-05,15.36
184,力林,2017-11-06,13.26
184,力林,2017-11-07,6.33
184,力林,2017-11-08,9.93
184,力林,2017-11-09,14.86
184,力林,2017-11-10,13.01
184,力林,2017-11-11,13.08
184,力林,2017-11-12,9.99
184,力林,2017-11-13,7.38
184,力林,2017-11-14,12.46
184,力林,2017-11-15,12.28
184,力林,2017-11-16,11.8
184,力林,2017-11-17,3.02
184,力林,2017-11-18,5.11
184,力林,2017-11-19,11.93
184,力林,2017-11-20,9.7
184,力林,2017-11-21,9.85
184,力林,2017-11-22,4.13
184,力林,2017-11-23,6.19
184,力林,2017-11-24,8.89
184,力林,2017-11-25,8.39
184,力林,2017-11-26,6.64
184,力林,2017-11-27,12.03
184,力林,2017-11-28,4.06
184,力林,2017-11-29,3.47
184,力林,2017-11-30,7.48
184,力林,2017-12-01,5.61
184,力林,2017-12-02,10.1
184,力林,2017-12-03,9.6
184,力林,2017-12-04,2.61
184,力林,2017-12-05,3.71
184,力林,2017-12-06,6.04
184,力林,2017-12-07,7.52
184,力林,2017-12-08,2.55
184,力林,2017-12-09,4.4
184,力林,2017-12-10,6.4
184,力林,2017-12-11,7.54
184,力林,2017-12-12,2.54
184,力林,2017-12-13,2.23
184,力林,2017-12-14,6.2
184,力林,2017-12-15,9.18
184,力林,2017-12-16,4.29
184,力林,2017-12-17,3.06
184,力林,2017-12-18,2.23
184,力林,2017-12-19,4
184,力林,2017-12-20,7.57
184,力林,2017-12-21,6.86
184,力林,2017-12-22,10.28
184,力林,2017-12-23,9.18
184,力林,2017-12-24,2.45
184,力林,2017-12-25,3.35
184,力林,2017-12-26,6.64
184,力林,2017-12-27,9.46
184,力林,2017-12-28,5.86
184,力林,2017-12-29,9.89
184,力林,2017-12-30,5.72
184,力林,2017-12-31,6.25
184,力林,2018-01-01,5.97
184,力林,2018-01-02,10.53
184,力林,2018-01-03,7.84
184,力林,2018-01-04,2.19
184,力林,2018-01-05,1.26
184,力林,2018-01-06,9.92
184,力林,2018-01-07,2.7
184,力林,2018-01-08,1.07
184,力林,2018-01-09,5.21
184,力林,2018-01-10,5.45
184,力林,2018-01-11,5.74
184,力林,2018-01-12,2.86
184,力林,2018-01-13,5.56
184,力林,2018-01-14,10.01
184,力林,2018-01-15,11.04
184,力林,2018-01-16,1.66
184,力林,2018-01-17,5.83
184,力林,2018-01-18,5
184,力林,2018-01-19,13.1
184,力林,2018-01-20,11.86
184,力林,2018-01-21,12.94
184,力林,2018-01-22,5.45
184,力林,2018-01-23,2.6
184,力林,2018-01-24,5.66
184,力林,2018-01-25,2.18
184,力林,2018-01-26,3.81
184,力林,2018-01-27,11.37
184,力林,2018-01-28,4.86
184,力林,2018-01-29,3.54
184,力林,2018-01-30,5.5
184,力林,2018-01-31,1.7
184,力林,2018-02-01,9.8
184,力林,2018-02-02,11.96
184,力林,2018-02-03,3.37
184,力林,2018-02-04,4.38
184,力林,2018-02-05,5.76
184,力林,2018-02-06,4.23
184,力林,2018-02-07,2.92
184,力林,2018-02-08,10.43
184,力林,2018-02-09,12.89
184,力林,2018-02-10,5.12
184,力林,2018-02-11,8.08
184,力林,2018-02-12,6.47
184,力林,2018-02-13,16.45
184,力林,2018-02-14,14.37
184,力林,2018-02-15,8.13
184,力林,2018-02-16,7.47
184,力林,2018-02-17,17.37
184,力林,2018-02-18,9.87
184,力林,2018-02-19,5.03
184,力林,2018-02-20,15.88
184,力林,2018-02-21,8.89
184,力林,2018-02-22,13.99
184,力林,2018-02-23,16.43
184,力林,2018-02-24,15.78
184,力林,2018-02-25,12.22
184,力林,2018-02-26,18.91
184,力林,2018-02-27,17.51
184,力林,2018-02-28,2.76
184,力林,2018-03-01,10.27
184,力林,2018-03-02,19.23
184,力林,2018-03-03,11.22
184,力林,2018-03-04,19.26
184,力林,2018-03-05,1.63
184,力林,2018-03-06,19.23
184,力林,2018-03-07,3.07
184,力林,2018-03-08,2.57
184,力林,2018-03-09,7.44
184,力林,2018-03-10,20.75
184,力林,2018-03-11,18.19
184,力林,2018-03-12,19.19
184,力林,2018-03-13,20.87
184,力林,2018-03-14,19.34
184,力林,2018-03-15,6.36
184,力林,2018-03-16,5.22
184,力林,2018-03-17,21.86
184,力林,2018-03-18,10.88
184,力林,2018-03-19,4.06
184,力林,2018-03-20,1.51
184,力林,2018-03-21,5.56
184,力林,2018-03-22,13.78
184,力林,2018-03-23,22.03
184,力林,2018-03-24,20.16
184,力林,2018-03-25,21.88
184,力林,2018-03-26,20.28
184,力林,2018-03-27,22.08
184,力林,2018-03-28,22.36
184,力林,2018-03-29,20.88
184,力林,2018-03-30,19.1
184,力林,2018-03-31,20.32
184,力林,2018-04-01,19.79
184,力林,2018-04-02,22.85
184,力林,2018-04-03,20.43
184,力林,2018-04-04,6.4
184,力林,2018-04-05,12.65
184,力林,2018-04-06,15.86
184,力林,2018-04-07,14.63
184,力林,2018-04-08,23.42
184,力林,2018-04-09,25.17
184,力林,2018-04-10,24.73
184,力林,2018-04-11,16.58
184,力林,2018-04-12,22.25
184,力林,2018-04-13,10.51
184,力林,2018-04-14,4.63
184,力林,2018-04-15,24.54
184,力林,2018-04-16,19
184,力林,2018-04-17,18.9
184,力林,2018-04-18,27.17
184,力林,2018-04-19,27.13
184,力林,2018-04-20,26.14
184,力林,2018-04-21,23.9
184,力林,2018-04-22,9.47
184,力林,2018-04-23,4.67
184,力林,2018-04-24,5.1
184,力林,2018-04-25,10.73
184,力林,2018-04-26,20.11
184,力林,2018-04-27,24.88
184,力林,2018-04-28,23.77
184,力林,2018-04-29,23.14
184,力林,2018-04-30,21.61
184,力林,2018-05-01,22.52
184,力林,2018-05-02,5.49
184,力林,2018-05-03,20.68
184,力林,2018-05-04,28.89
184,力林,2018-05-05,20.35
184,力林,2018-05-06,4.75
184,力林,2018-05-07,5.73
184,力林,2018-05-08,10.2
184,力林,2018-05-09,23.75
184,力林,2018-05-10,28.35
184,力林,2018-05-11,27.61
184,力林,2018-05-12,11.81
184,力林,2018-05-13,16.16
184,力林,2018-05-14,26.26
184,力林,2018-05-15,24.62
184,力林,2018-05-16,20.98
184,力林,2018-05-17,23.94
184,力林,2018-05-18,18.45
184,力林,2018-05-19,7.53
184,力林,2018-05-20,7.96
184,力林,2018-05-21,10.95
184,力林,2018-05-22,19.4
184,力林,2018-05-23,22.08
184,力林,2018-05-24,22.65
184,力林,2018-05-25,19.43
184,力林,2018-05-26,13.86
184,力林,2018-05-27,16.23
184,力林,2018-05-28,12.12
184,力林,2018-05-29,19.41
184,力林,2018-05-30,17.19
184,力林,2018-05-31,13.74
184,力林,2018-06-01,28.72
184,力林,2018-06-02,24.14
184,力林,2018-06-03,22.89
184,力林,2018-06-04,21.74
184,力林,2018-06-05,4.26
184,力林,2018-06-06,19.67
184,力林,2018-06-07,27.65
184,力林,2018-06-08,20.93
184,力林,2018-06-09,25.04
184,力林,2018-06-10,3.7
184,力林,2018-06-11,14.39
184,力林,2018-06-12,26.66
184,力林,2018-06-13,28.81
184,力林,2018-06-14,26.7
184,力林,2018-06-15,20.94
184,力林,2018-06-16,19.37
184,力林,2018-06-17,23.33
184,力林,2018-06-18,16.54
184,力林,2018-06-19,6.95
184,力林,2018-06-20,21.45
184,力林,2018-06-21,28.47
184,力林,2018-06-22,14.5
184,力林,2018-06-23,24.87
184,力林,2018-06-24,28.54
184,力林,2018-06-25,26.96
184,力林,2018-06-26,21.04
184,力林,2018-06-27,4.03
184,力林,2018-06-28,3.51
184,力林,2018-06-29,15.63
184,力林,2018-06-30,4.67
184,力林,2018-07-01,10.7
184,力林,2018-07-02,13
184,力林,2018-07-03,5.49
184,力林,2018-07-04,24.99
184,力林,2018-07-05,8.63
184,力林,2018-07-06,2.56
184,力林,2018-07-07,5.72
184,力林,2018-07-08,9.35
184,力林,2018-07-09,18.02
184,力林,2018-07-10,24.33
184,力林,2018-07-11,25.33
184,力林,2018-07-12,28.07
184,力林,2018-07-13,21.61
184,力林,2018-07-14,25.39
184,力林,2018-07-15,27.22
184,力林,2018-07-16,26.87
184,力林,2018-07-17,25.86
184,力林,2018-07-18,24.77
184,力林,2018-07-19,27.53
184,力林,2018-07-20,26.86
184,力林,2018-07-21,20.49
184,力林,2018-07-22,7.3
184,力林,2018-07-23,26.4
184,力林,2018-07-24,26
184,力林,2018-07-25,26.37
184,力林,2018-07-26,23.3
184,力林,2018-07-27,25.96
184,力林,2018-07-28,25.3
184,力林,2018-07-29,23.88
184,力林,2018-07-30,22.33
184,力林,2018-07-31,22.46
184,力林,2018-08-01,26.7
184,力林,2018-08-02,18.54
184,力林,2018-08-03,18.33
184,力林,2018-08-04,23.8
184,力林,2018-08-05,26.7
184,力林,2018-08-06,24.94
184,力林,2018-08-07,20.67
184,力林,2018-08-08,25.12
184,力林,2018-08-09,22.29
184,力林,2018-08-10,22.52
184,力林,2018-08-11,18.75
184,力林,2018-08-12,18.1
184,力林,2018-08-13,24.71
184,力林,2018-08-14,24.74
184,力林,2018-08-15,19.89
184,力林,2018-08-16,3.54
184,力林,2018-08-17,7.84
184,力林,2018-08-18,24.13
184,力林,2018-08-19,18.39
184,力林,2018-08-20,20.52
184,力林,2018-08-21,25.46
184,力林,2018-08-22,10.91
184,力林,2018-08-23,5.72
184,力林,2018-08-24,14.97
184,力林,2018-08-25,17.94
184,力林,2018-08-26,16.2
184,力林,2018-08-27,20.37
184,力林,2018-08-28,24.72
184,力林,2018-08-29,23.62
184,力林,2018-08-30,20.93
184,力林,2018-08-31,22.64
184,力林,2018-09-01,9.51
184,力林,2018-09-02,17.51
184,力林,2018-09-03,13.68
184,力林,2018-09-04,22.09
184,力林,2018-09-05,21.29
184,力林,2018-09-06,8.04
184,力林,2018-09-07,7.01
184,力林,2018-09-08,7.97
184,力林,2018-09-09,20.8
184,力林,2018-09-10,19.81
184,力林,2018-09-11,6.16
184,力林,2018-09-12,4.98
184,力林,2018-09-13,2.07
184,力林,2018-09-14,19.48
184,力林,2018-09-15,13.19
184,力林,2018-09-16,21.74
184,力林,2018-09-17,8.52
184,力林,2018-09-18,20.87
184,力林,2018-09-19,6.48
184,力林,2018-09-20,6.49
184,力林,2018-09-21,8.42
184,力林,2018-09-22,17.86
184,力林,2018-09-23,13.35
184,力林,2018-09-24,10.01
184,力林,2018-09-25,21.96
184,力林,2018-09-26,9.72
184,力林,2018-09-27,14.26
184,力林,2018-09-28,9.31
184,力林,2018-09-29,3.45
184,力林,2018-09-30,20.16
184,力林,2018-10-01,14.77
184,力林,2018-10-02,15.56
184,力林,2018-10-03,19.51
184,力林,2018-10-04,3.74
184,力林,2018-10-05,.36
184,力林,2018-10-06,2.84
184,力林,2018-10-07,19.04
184,力林,2018-10-08,18.54
184,力林,2018-10-09,5.87
184,力林,2018-10-10,6.27
184,力林,2018-10-11,12.42
184,力林,2018-10-12,17.01
184,力林,2018-10-13,10.66
184,力林,2018-10-14,9.43
184,力林,2018-10-15,14.21
184,力林,2018-10-16,3.33
184,力林,2018-10-17,15.71
184,力林,2018-10-18,12.18
184,力林,2018-10-19,17.54
184,力林,2018-10-20,16.7
184,力林,2018-10-21,17.01
184,力林,2018-10-22,8.05
184,力林,2018-10-23,9.27
184,力林,2018-10-24,16.6
184,力林,2018-10-25,16.58
184,力林,2018-10-26,3.76
184,力林,2018-10-27,10.52
184,力林,2018-10-28,15.91
184,力林,2018-10-29,14.98
184,力林,2018-10-30,14.59
184,力林,2018-10-31,8.89
184,力林,2018-11-01,14.09
184,力林,2018-11-02,15.88
184,力林,2018-11-03,11.39
184,力林,2018-11-04,15.72
184,力林,2018-11-05,14.68
184,力林,2018-11-06,10.45
184,力林,2018-11-07,2.01
184,力林,2018-11-08,2.15
184,力林,2018-11-09,4.92
184,力林,2018-11-10,14.04
184,力林,2018-11-11,7.38
184,力林,2018-11-12,8.2
184,力林,2018-11-13,12.97
184,力林,2018-11-14,8.22
184,力林,2018-11-15,13.33
184,力林,2018-11-16,2.57
184,力林,2018-11-17,14.2
184,力林,2018-11-18,5.46
184,力林,2018-11-19,12.1
184,力林,2018-11-20,13.63
184,力林,2018-11-21,3.48
184,力林,2018-11-22,10.58
184,力林,2018-11-23,11.44
184,力林,2018-11-24,7.39
184,力林,2018-11-25,10.96
184,力林,2018-11-26,4.98
184,力林,2018-11-27,9.99
184,力林,2018-11-28,11.31
184,力林,2018-11-29,11.42
184,力林,2018-11-30,9.93
184,力林,2018-12-01,8.47
184,力林,2018-12-02,9.39
184,力林,2018-12-03,5.27
184,力林,2018-12-04,1.16
184,力林,2018-12-05,11.77
184,力林,2018-12-06,.62
184,力林,2018-12-07,2.08
184,力林,2018-12-08,2.74
184,力林,2018-12-09,4.79
184,力林,2018-12-10,8.56
184,力林,2018-12-11,.68
184,力林,2018-12-12,2.27
184,力林,2018-12-13,3.08
184,力林,2018-12-14,2.33
184,力林,2018-12-15,12.14
184,力林,2018-12-16,1.11
184,力林,2018-12-17,8.1
184,力林,2018-12-18,7.16
184,力林,2018-12-19,8.64
184,力林,2018-12-20,.96
184,力林,2018-12-21,3.88
184,力林,2018-12-22,4.71
184,力林,2018-12-23,9.93
184,力林,2018-12-24,8.55
184,力林,2018-12-25,6.7
184,力林,2018-12-26,2.14
184,力林,2018-12-27,2.58
184,力林,2018-12-28,3.17
184,力林,2018-12-29,3.71
184,力林,2018-12-30,4.3
184,力林,2018-12-31,4.81
184,力林,2019-01-01,2.27
184,力林,2019-01-02,2.1
184,力林,2019-01-03,8.89
184,力林,2019-01-04,3.02
184,力林,2019-01-05,6.14
184,力林,2019-01-06,7.57
184,力林,2019-01-07,9.6
184,力林,2019-01-08,2.96
184,力林,2019-01-09,7.36
184,力林,2019-01-10,3.72
184,力林,2019-01-11,5.63
184,力林,2019-01-12,8.35
184,力林,2019-01-13,6.89
184,力林,2019-01-14,9.93
184,力林,2019-01-15,8.16
184,力林,2019-01-16,2.33
184,力林,2019-01-17,1.95
184,力林,2019-01-18,12.79
184,力林,2019-01-19,3.38
184,力林,2019-01-20,6.36
184,力林,2019-01-21,8.87
184,力林,2019-01-22,9.77
184,力林,2019-01-23,12.13
184,力林,2019-01-24,14.28
184,力林,2019-01-25,7.95
184,力林,2019-01-26,10.38
184,力林,2019-01-27,13.04
184,力林,2019-01-28,6.69
184,力林,2019-01-29,14.21
184,力林,2019-01-30,4.44
184,力林,2019-01-31,1.09
184,力林,2019-02-01,6.9
184,力林,2019-02-02,13.69
184,力林,2019-02-03,3.13
184,力林,2019-02-04,15.14
184,力林,2019-02-05,14.52
184,力林,2019-02-06,8.87
184,力林,2019-02-07,2.73
184,力林,2019-02-08,12.46
184,力林,2019-02-09,4.92
184,力林,2019-02-10,6.38
184,力林,2019-02-11,2.55
184,力林,2019-02-12,14.89
184,力林,2019-02-13,15.74
184,力林,2019-02-14,8.42
184,力林,2019-02-15,2.07
184,力林,2019-02-16,2.18
184,力林,2019-02-17,8.79
184,力林,2019-02-18,4.87
184,力林,2019-02-19,2.75
184,力林,2019-02-20,7.62
184,力林,2019-02-21,14.58
184,力林,2019-02-22,2.74
184,力林,2019-02-23,16.02
184,力林,2019-02-24,18.29
184,力林,2019-02-25,17.15
184,力林,2019-02-26,18.12
184,力林,2019-02-27,2.35
184,力林,2019-02-28,14.19
184,力林,2019-03-01,16.6
184,力林,2019-03-02,4.19
184,力林,2019-03-03,3.63
184,力林,2019-03-04,10.8
184,力林,2019-03-05,9.25
184,力林,2019-03-06,10.05
184,力林,2019-03-07,16.2
184,力林,2019-03-08,20.92
184,力林,2019-03-09,9.55
184,力林,2019-03-10,1.74
184,力林,2019-03-11,16.5
184,力林,2019-03-12,19.74
184,力林,2019-03-13,21.74
184,力林,2019-03-14,14.8
184,力林,2019-03-15,17.95
184,力林,2019-03-16,19.86
184,力林,2019-03-17,22.01
184,力林,2019-03-18,7.79
184,力林,2019-03-19,20.59
184,力林,2019-03-20,5.74
184,力林,2019-03-21,4.39
184,力林,2019-03-22,19.95
184,力林,2019-03-23,20.27
184,力林,2019-03-24,23.66
184,力林,2019-03-25,8.25
184,力林,2019-03-26,20.52
184,力林,2019-03-27,21.99
184,力林,2019-03-28,17.83
184,力林,2019-03-29,20.31
184,力林,2019-03-30,17.31
184,力林,2019-03-31,20.01
184,力林,2019-04-01,23.52
184,力林,2019-04-02,23.31
184,力林,2019-04-03,25.23
184,力林,2019-04-04,21.78
184,力林,2019-04-05,22.29
184,力林,2019-04-06,21.96
184,力林,2019-04-07,16.68
184,力林,2019-04-08,23.46
184,力林,2019-04-09,9.22
184,力林,2019-04-10,2.6
184,力林,2019-04-11,5.09
184,力林,2019-04-12,25.72
184,力林,2019-04-13,18.6
184,力林,2019-04-14,7.1
184,力林,2019-04-15,26.59
184,力林,2019-04-16,19.43
184,力林,2019-04-17,21.44
184,力林,2019-04-18,26.02
184,力林,2019-04-19,23.78
184,力林,2019-04-20,24.33
184,力林,2019-04-21,20.37
184,力林,2019-04-22,22.93
184,力林,2019-04-23,11
184,力林,2019-04-24,16.9
184,力林,2019-04-25,10.18
184,力林,2019-04-26,4.87
184,力林,2019-04-27,24.84
184,力林,2019-04-28,6.38
184,力林,2019-04-29,9.29
184,力林,2019-04-30,8.12
184,力林,2019-05-01,16.79
184,力林,2019-05-02,28.56
184,力林,2019-05-03,27.63
184,力林,2019-05-04,21.84
184,力林,2019-05-05,25.95
184,力林,2019-05-06,27.36
184,力林,2019-05-07,28.73
184,力林,2019-05-08,21.3
184,力林,2019-05-09,26.39
184,力林,2019-05-10,27.21
184,力林,2019-05-11,27.2
184,力林,2019-05-12,24.62
184,力林,2019-05-13,11.98
184,力林,2019-05-14,20.68
184,力林,2019-05-15,26
184,力林,2019-05-16,22.71
184,力林,2019-05-17,10.52
184,力林,2019-05-18,15.26
184,力林,2019-05-19,17.7
184,力林,2019-05-20,13.99
184,力林,2019-05-21,29.86
184,力林,2019-05-22,27.16
184,力林,2019-05-23,27.78
184,力林,2019-05-24,27.01
184,力林,2019-05-25,24.18
184,力林,2019-05-26,10.89
184,力林,2019-05-27,5.64
184,力林,2019-05-28,28.35
184,力林,2019-05-29,28.39
184,力林,2019-05-30,20.7
184,力林,2019-05-31,10.06
184,力林,2019-06-01,24.75
184,力林,2019-06-02,18.95
184,力林,2019-06-03,27.7
184,力林,2019-06-04,23
184,力林,2019-06-05,27.89
184,力林,2019-06-06,18.06
184,力林,2019-06-07,3.65
184,力林,2019-06-08,13.1
184,力林,2019-06-09,25.81
184,力林,2019-06-10,23.55
184,力林,2019-06-11,22.84
184,力林,2019-06-12,27.86
184,力林,2019-06-13,24.66
184,力林,2019-06-14,4.73
184,力林,2019-06-15,20.54
184,力林,2019-06-16,20.35
184,力林,2019-06-17,25.14
184,力林,2019-06-18,9.64
184,力林,2019-06-19,23.87
184,力林,2019-06-20,20.45
184,力林,2019-06-21,24.22
184,力林,2019-06-22,23.03
184,力林,2019-06-23,17.93
184,力林,2019-06-24,27.54
184,力林,2019-06-25,23.73
184,力林,2019-06-26,7.57
184,力林,2019-06-27,18.03
184,力林,2019-06-28,27.39
184,力林,2019-06-29,6.14
184,力林,2019-06-30,12.39
184,力林,2019-07-01,9.64
184,力林,2019-07-02,13.26
184,力林,2019-07-03,13.89
184,力林,2019-07-04,25.42
184,力林,2019-07-05,20.15
184,力林,2019-07-06,20.44
184,力林,2019-07-07,12.8
184,力林,2019-07-08,4.3
184,力林,2019-07-09,4.89
184,力林,2019-07-10,1.67
184,力林,2019-07-11,22.81
184,力林,2019-07-12,21.03
184,力林,2019-07-13,7.32
184,力林,2019-07-14,24.84
184,力林,2019-07-15,19.87
184,力林,2019-07-16,25.69
184,力林,2019-07-17,14.51
184,力林,2019-07-18,5.3
184,力林,2019-07-19,2.16
184,力林,2019-07-20,7.86
184,力林,2019-07-21,23.59
184,力林,2019-07-22,19.17
184,力林,2019-07-23,26.49
184,力林,2019-07-24,24.84
184,力林,2019-07-25,20.8
184,力林,2019-07-26,24.7
184,力林,2019-07-27,15.09
184,力林,2019-07-28,25.26
184,力林,2019-07-29,24
184,力林,2019-07-30,27.79
184,力林,2019-07-31,26.81
184,力林,2019-08-01,25.05
184,力林,2019-08-02,25.91
184,力林,2019-08-03,14.86
184,力林,2019-08-04,23.42
184,力林,2019-08-05,22.75
184,力林,2019-08-06,24.01
184,力林,2019-08-07,26.34
184,力林,2019-08-08,20.42
184,力林,2019-08-09,16.6
184,力林,2019-08-10,8.14
184,力林,2019-08-11,5.55
184,力林,2019-08-12,18.23
184,力林,2019-08-13,21.43
184,力林,2019-08-14,22.32
184,力林,2019-08-15,4.57
184,力林,2019-08-16,24.02
184,力林,2019-08-17,25.45
184,力林,2019-08-18,17.66
184,力林,2019-08-19,17.54
184,力林,2019-08-20,14.92
184,力林,2019-08-21,17.14
184,力林,2019-08-22,15.13
184,力林,2019-08-23,14.39
184,力林,2019-08-24,18.08
184,力林,2019-08-25,8.01
184,力林,2019-08-26,9.68
184,力林,2019-08-27,3.26
184,力林,2019-08-28,3.4
184,力林,2019-08-29,4
184,力林,2019-08-30,24.09
184,力林,2019-08-31,23.57
184,力林,2019-09-01,5.21
184,力林,2019-09-02,9.02
184,力林,2019-09-03,7.11
184,力林,2019-09-04,2.52
184,力林,2019-09-05,11.68
184,力林,2019-09-06,3.95
184,力林,2019-09-07,21.93
184,力林,2019-09-08,6.02
184,力林,2019-09-09,5.9
184,力林,2019-09-10,18.7
184,力林,2019-09-11,17.45
184,力林,2019-09-12,4.05
184,力林,2019-09-13,16.62
184,力林,2019-09-14,22.5
184,力林,2019-09-15,19.98
184,力林,2019-09-16,17.86
184,力林,2019-09-17,17.56
184,力林,2019-09-18,20.29
184,力林,2019-09-19,19.53
184,力林,2019-09-20,13.88
184,力林,2019-09-21,1.49
184,力林,2019-09-22,.81
184,力林,2019-09-23,14.43
184,力林,2019-09-24,20.83
184,力林,2019-09-25,18.61
184,力林,2019-09-26,16.34
184,力林,2019-09-27,7.53
184,力林,2019-09-28,7.61
184,力林,2019-09-29,11.51
184,力林,2019-09-30,8.87
184,力林,2019-10-01,3.44
184,力林,2019-10-02,3.06
184,力林,2019-10-03,10.49
184,力林,2019-10-04,13.66
184,力林,2019-10-05,6.21
184,力林,2019-10-06,14.23
184,力林,2019-10-07,3.78
184,力林,2019-10-08,13.29
184,力林,2019-10-09,20.31
184,力林,2019-10-10,19.04
184,力林,2019-10-11,18.5
184,力林,2019-10-12,18.15
184,力林,2019-10-13,15.89
184,力林,2019-10-14,12.23
184,力林,2019-10-15,3.93
184,力林,2019-10-16,16.44
184,力林,2019-10-17,11.96
184,力林,2019-10-18,1.16
184,力林,2019-10-19,14.45
184,力林,2019-10-20,10.43
184,力林,2019-10-21,16.44
184,力林,2019-10-22,11.84
184,力林,2019-10-23,6.01
184,力林,2019-10-24,7.78
184,力林,2019-10-25,14.43
184,力林,2019-10-26,7.23
184,力林,2019-10-27,14.53
184,力林,2019-10-28,15.12
184,力林,2019-10-29,11.97
184,力林,2019-10-30,15.77
184,力林,2019-10-31,16.37
184,力林,2019-11-01,14.38
184,力林,2019-11-02,10.96
184,力林,2019-11-03,4.92
184,力林,2019-11-04,12.94
184,力林,2019-11-05,13.67
184,力林,2019-11-06,14.56
184,力林,2019-11-07,10
184,力林,2019-11-08,11.84
184,力林,2019-11-09,14.78
184,力林,2019-11-10,8.7
184,力林,2019-11-11,10.01
184,力林,2019-11-12,12.11
184,力林,2019-11-13,3.75
184,力林,2019-11-14,12.4
184,力林,2019-11-15,13.97
184,力林,2019-11-16,12.04
184,力林,2019-11-17,10.21
184,力林,2019-11-18,2.34
184,力林,2019-11-19,4.51
184,力林,2019-11-20,13.12
184,力林,2019-11-21,12.19
184,力林,2019-11-22,11.36
184,力林,2019-11-23,12.56
184,力林,2019-11-24,4.69
184,力林,2019-11-25,3.68
184,力林,2019-11-26,1.86
184,力林,2019-11-27,.98
184,力林,2019-11-28,7.37
184,力林,2019-11-29,13.02
184,力林,2019-11-30,11
184,力林,2019-12-01,1.13
184,力林,2019-12-02,3.63
184,力林,2019-12-03,3.46
184,力林,2019-12-04,7.47
184,力林,2019-12-05,6.41
184,力林,2019-12-06,3.93
184,力林,2019-12-07,6.84
184,力林,2019-12-08,3.92
184,力林,2019-12-09,10.57
184,力林,2019-12-10,10.5
184,力林,2019-12-11,8.85
184,力林,2019-12-12,9.43
184,力林,2019-12-13,10.43
184,力林,2019-12-14,7.3
184,力林,2019-12-15,8.25
184,力林,2019-12-16,10.31
184,力林,2019-12-17,2.15
184,力林,2019-12-18,4.33
184,力林,2019-12-19,5.58
184,力林,2019-12-20,4.98
184,力林,2019-12-21,3.17
184,力林,2019-12-22,2.06
184,力林,2019-12-23,4.32
184,力林,2019-12-24,9.25
184,力林,2019-12-25,4.61
184,力林,2019-12-26,.81
184,力林,2019-12-27,2.17
184,力林,2019-12-28,10.06
184,力林,2019-12-29,1.29
184,力林,2019-12-30,3.08
184,力林,2019-12-31,4.1
184,力林,2020-01-01,3.86
184,力林,2020-01-02,2.17
184,力林,2020-01-03,4.96
184,力林,2020-01-04,10.1
184,力林,2020-01-05,9.79
184,力林,2020-01-06,1.3
184,力林,2020-01-07,8.37
184,力林,2020-01-08,2.03
184,力林,2020-01-09,3.75
184,力林,2020-01-10,11.44
184,力林,2020-01-11,4.78
184,力林,2020-01-12,3.32
184,力林,2020-01-13,5.47
184,力林,2020-01-14,1.52
184,力林,2020-01-15,3.5
184,力林,2020-01-16,6.69
184,力林,2020-01-17,10.62
184,力林,2020-01-18,6.7
184,力林,2020-01-19,1.88
184,力林,2020-01-20,8.71
184,力林,2020-01-21,13.61
184,力林,2020-01-22,1.78
184,力林,2020-01-23,4.34
184,力林,2020-01-24,7.88
184,力林,2020-01-25,1.57
184,力林,2020-01-26,3.51
184,力林,2020-01-27,1.44
184,力林,2020-01-28,3.96
184,力林,2020-01-29,6.41
184,力林,2020-01-30,4.23
184,力林,2020-01-31,3.41
184,力林,2020-02-01,9.43
184,力林,2020-02-02,12.06
184,力林,2020-02-03,4.89
184,力林,2020-02-04,15.17
184,力林,2020-02-05,8.35
184,力林,2020-02-06,12.62
184,力林,2020-02-07,9.63
184,力林,2020-02-08,3.23
184,力林,2020-02-09,5.11
184,力林,2020-02-10,12.39
184,力林,2020-02-11,7.92
184,力林,2020-02-12,5.5
184,力林,2020-02-13,12.37
184,力林,2020-02-14,16.04
184,力林,2020-02-15,11.47
184,力林,2020-02-16,2.7
184,力林,2020-02-17,4.61
184,力林,2020-02-18,11.29
184,力林,2020-02-19,15.29
184,力林,2020-02-20,17.29
184,力林,2020-02-21,11.39
184,力林,2020-02-22,14.07
184,力林,2020-02-23,18.7
184,力林,2020-02-24,14.76
184,力林,2020-02-25,9.47
184,力林,2020-02-26,3.7
184,力林,2020-02-27,10.56
184,力林,2020-02-28,2.08
184,力林,2020-02-29,1.81
184,力林,2020-03-01,1.31
184,力林,2020-03-02,18.16
184,力林,2020-03-03,7.49
184,力林,2020-03-04,13.9
